제목,장소,주소,기간,이미지url,상세url,세부장르,후기유무,줄거리,작품설명
인피니티 플라잉 - 경주,경주 엑스포공원 문화센터문무홀,경상북도 경주시 경감로 614 (천군동) 문화센터 문무홀,2023/04/04 ~ 2023/11/30,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/02/0400012302_185531_01.018.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23003040,퍼포먼스,X,줄거리 없음,작품설명 없음
오즈의 마법사,스타스테이지 (구 원패스아트홀),서울특별시 종로구 동숭동 1-54 지하 2층,2023/05/05 ~ 2023/09/30,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/04/0400012304_187126_01.734.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23005218,어린이/가족,X,줄거리 없음,작품설명 없음
초콜릿 사탕,해당공연 공연장,주소:,2023/03/02 ~ 2023/12/31,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/05/0400012305_188414_01.053.gif,후기탭 없음,뮤지컬,X,"사랑에 대한 다섯 가지 이야기 <첫사랑, 짝사랑, 사랑과 우정, 프로포즈, 끝사랑> 초콜릿과 사탕이란 매개체를 통해 유쾌하고 감각적으로 그린 옴니버스 뮤지컬이다. 
사랑은 너무도 다채롭고, 광활하여 뭐라 단정 지을 수 없다. 누군가에게는 사랑이지만 누군가에게 아픔이기도 하다. [초콜릿 사탕]은 그런 사랑 이야기다. 사랑은 초콜릿처럼 향기롭고 부드러우며, 사탕처럼 촉촉하고 달콤하다. 사랑은 수 만 가지 옷을 입고 있어서 헷갈리게 하고, 종잡을 수 없게 하고, 행복하게도, 불행하게도 만든다. 또한 가장 위대한 힘을 주는 원천이기도 하다.
내 인생은 내세울 것 하나 없는 평범 그 자체였다. 평범하게 지나간 내 인생에서 가장 특별한 일이 무엇인지 물어온다면, “누군가를 만나 좋았고, 그와 사랑해서 행복했다. 그 사랑을 지키기 위해 살았고, 그로 인해 힘겨운 나날이지만 웃을 수 있었다. 지금도 난 그를 사랑하기에 편히 눈을 감을 수 있다.”라고 말하겠다.","사랑은 너무도 다채롭고, 너무도 광활하여 뭐라고 단정 지을 수 없다. 누군가에게는 사랑이지만 누군가에게 아픔이기도 하다. 그래서 사랑 얘기는 지극히 개인적인 감정일 수밖에 없다. [초콜릿 사탕]은 사랑 이야기다. 여기에서 사랑은 보이는 실체를 가지고 있다. 여자에게 있어서 사랑은 초콜릿이다. 남자에게 있어서 사랑은 사탕이다. 다양한 사람들에게 있어서 초콜릿과 사탕의 가치와 소중함을 재미있고 따뜻하며 감동적인 이야기로 무대화하고자 한다. "
마이 리틀 캣츠,스타스테이지 (구 원패스아트홀),서울특별시 종로구 동숭동 1-54 지하 2층,2023/06/17 ~ 2023/09/30,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/05/0400012305_189116_01.538.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23007719,어린이/가족,X,줄거리 없음,작품설명 없음
다이노파워즈,백암아트홀,서울특별시 강남구 삼성동 170-5 백암아트홀,2023/08/24 ~ 2023/09/03,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/06/0400012306_189661_01.936.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23008425,어린이/가족,X,줄거리 없음,작품설명 없음
마술그리스신화,대학로 열린극장,종로구 명륜2가 21-18 명륜빌딩 지하1층,2023/07/25 ~ 2023/10/09,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/06/0400012306_189944_01.158.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23008668,어린이/가족,X,줄거리 없음,작품설명 없음
구텐버그,플러스씨어터 (구. 컬처스페이스 엔유),서울 종로구 동숭동 1-144,2023/08/02 ~ 2023/10/22,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/06/0400012306_189955_01.055.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23008679,라이선스,X,줄거리 없음,"두 남자가 쓴 역사상 가장 위대’할’ 뮤지컬
뮤지컬 구텐버그

열정 넘치는 무명 뮤지컬 작가 “더그”와 작곡가 “버드“
드!디!어! 앤드류 로이드 웨버도, 카매론 매킨토시도 두려워할!
필생의 역작! 뮤지컬 <구텐버그>를 완성하고 말았다!
그들은 과연 유-우-명한 브로드웨이 프로듀서를 만날 수 있을까?

-

독특한 형식! 신선한 시도! 그리고 유쾌한 웃음까지!
2013년 국내 초연 이후 2014년 재연, 2016년 삼연까지 매 시즌마다 화제를 모으며
큰 사랑을 받았던 뮤지컬 <구텐버그>가
기발하고 유쾌한 모습으로 시원한 웃음을 선사할 새로운 프로덕션과
거침없는 연기 내공을 선보이며 넘치는 개성과 에너지로 무대를 가득 채울 새로운 캐스팅으로
6년여 만에 돌아왔다!

올여름, 기발하고 유쾌한 웃음으로 관객들을 사로잡을 새로운 <구텐버그>를 기대하라!"
꿈꾸는 안데르센 - 수원,광교레이크아트홀,경기 수원시 영통구 원천동 589번지 광교중흥S클래스 내 밀라노 모모빌리지 키즈카페 옆 광교레이크아트홀,2023/08/19 ~ 2023/09/10,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/07/0400012307_190614_01.407.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23009506,어린이/가족,O,줄거리 없음,작품설명 없음
해적악단의 모험 - 청주,오즈아트홀,충청북도 청주시 상당구 영동 103-18,2023/07/14 ~ 2023/09/30,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/07/0400012307_190709_01.829.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23009616,어린이/가족,X,줄거리 없음,작품설명 없음
투모로우 모닝,아트하우스 (구.대학로 디베이스),서울특별시 종로구 대학로10길 26 (동숭동),2023/08/12 ~ 2023/09/30,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/07/0400012307_190756_01.347.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23009649,창작,X,줄거리 없음,작품설명 없음
동춘서커스 - 안산,동춘서커스 빅탑극장,경기 안산시단원구 대부북동 1849-30번지,2016/06/29 ~ 오픈런,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/16/06/0400011606_95196_01015.gif,후기탭 없음,어린이/가족,X,줄거리 없음,작품설명 없음
프리즌,에이치씨어터,서울특별시 종로구 이화장길 54 (이화동) 지하1층 에이치씨어터,2021/05/01 ~ 2023/10/03,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/21/04/0400012104_164746_01.905.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21003285,창작,X,줄거리 없음,작품설명 없음
알사탕,서울숲 씨어터 1관,서울특별시 성동구 성수동1가 685-696,2021/09/18 ~ 2024/03/03,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/21/08/0400012108_167758_01.206.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21007832,어린이/가족,O,줄거리 없음,작품설명 없음
스크루테이프의 편지,북촌나래홀,서울특별시 종로구 원서동 174,2022/01/01 ~ 2023/10/28,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/21/11/0400012111_169908_01.011.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21011369,창작,X,줄거리 없음,작품설명 없음
댄싱피버,해당공연 공연장,주소:,2022/04/25 ~ 오픈런,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/22/10/0400012210_180502_01.102.gif,후기탭 없음,창작,X,"어린 시절 춤꾼들 사이에서는 알아주는 실력자로 인정받았던 태양은 확고한 스타일과 자신의 춤에 대한 고집 때문에 함께 하던 동료들과 멀어 지고 빠르게 바뀌는 춤의 흐름에서 동떨어지면서 지금은 생계를 위해 동네 댄스학원에서 수강생들에게 다이어트 댄스를 가르치고 있다. 어느 날, 함께 춤을 췄던 친구 루아가 태양을 찾아와 몸치를 댄서로 변화시키는 유튜브 콘텐츠를 기획하고 있다면서 태양에게 미미와 유연에게 춤을 가르쳐 댄서로 만들면 엄청난 
변화를 받아들이지 않아 최고의 자리에서 대중의 비난을 받으며 바닥으로 곤두박질 친 태양의 과거를 너무 잘 알고 있는 루아는 포기하지 않고 태양을 설득하고 루아의 진심 어린 위로와 조언에 용기를 얻은 태양은 스스로를 위해 도전 해보기로 하는데 태양은 과연 몸치에 박치인 미미와 유연을 댄서로 변화 시키고 다시 한 번 춤신춤왕으로 대중들 앞에 거듭날 수 있을까? 자신의 인생에서 가장 가치 있다고 생각하는 것을 위한 치열하고 짠내 나는 도전이 지금 바로 시작된다!","대한민국의 뒤덮은 댄스 열풍으로 TV나 공연에서도 댄서들의 인기가 하늘을 찌르고 사람들은 댄스 학원에 등록해 각가지 춤을 배우는 것이 유행인 시대의 흐름에 맞춰 춤생춤사 인생을 사는 주인공의 재기를 위한 갈등과 포용, 화합을 통해 우리는 과연 자신의 인생에서 가장 중요한 것을 위해 치열하게 싸워 보았는가 하는 메세지와 공감, 감동을 전달하고자 한다."
페인터즈,경향아트힐,서울시 중구 정동 22번지 경향신문사 내,2022/11/01 ~ 2023/10/31,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/22/10/0400012210_180841_01.938.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=22014959,퍼포먼스,X,줄거리 없음,작품설명 없음
런던레코드,인사아트홀 1관,서울특별시 종로구 관훈동 21번지 지하 2층,2023/01/13 ~ 2023/09/30,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/01/0400012301_183324_01.132.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23000043,창작,X,줄거리 없음,작품설명 없음
더 맨 얼라이브,서울숲 씨어터 2관,서울특별시 성동구 성수동1가 685-696,2023/05/12 ~ 2023/12/31,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/03/0400012303_186496_01.142.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23004388,창작,O,줄거리 없음,작품설명 없음
아리 아라리 - 정선,아리랑센터,강원도 정선군 정선읍 애산로 51,2023/04/02 ~ 2023/11/27,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/04/0400012304_186925_01.348.gif,후기탭 없음,창작,X,"조선시대, 경복궁 중수를 위해 강원도 정선의 우수한 소나무를 한양으로 보내라는 어명이 떨어진다. 최고의 나무꾼 ‘기목’은 사랑하는 아내 ‘정선’과 딸 ‘아리’를 뒤로 한 채, 뗏목을 몰고 한양으로 떠난다.
뛰어난 실력으로 돈을 많이 번 ‘기목’은 경복궁 완공 축하 잔치에서  예상치 못한 함정에 빠져 집에 갈 차비마저 빼앗기고 기억을 잃고 마는데....
한편, ‘기목’이 떠난 후 15년 동안 ‘기목’이 죽은 줄로 알고 제사를 지내던 가족은 장돌뱅이에게 ‘기목’이 살아있다는 소식을 듣게 되고, 숙녀가 된 ‘아리’는 당장 아버지를 찾으러 한양으로 떠나는데....","<아리 아라리>는 정선아리랑문화재단 사업의 일환이자 정선아리랑의 대중화와 세계화의 의지를 담은 공연으로써, 지역 브랜드의 가치를 높이고 관광객 유치에 일조한다. 공연 관람 후 지역 화폐 인 ‘정선아리랑상품권’으로 전액환급을 해주어, 지역 문화 활성화뿐 아니라 지역경제 활성화에도 큰 역할을 하고 있다. 
2018 평창 동계올림픽 기념공연 당시 국내외 1만 관객이 열광하고 2019년 서울 국립국 악원에서 개막한 4회차 공연도 전석 매진, 2020년 웰컴대학로 공연에서 공연기간 내 객석 점유율 80%라는 성과를 이루었으며, 2022년 국립중앙박물관 극장 용에서 기획 공연 진행, 
2023년엔 세계공연예술축제 중 하나인 2023 애들레이트 프린지 코리아시즌에 참가하여 위클리어워드 ???????? ?????????????? & ???????????????? ?????????????? ?????????? 수상하기도 하였다. "
고두영의 키즈 매직쇼 - 화성,더퍼포머 씨어터,경기도 화성시 동탄대로 537(오산동) 라스플로레스 B동 508호,2023/05/27 ~ 2023/11/26,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/05/0400012305_188333_01.624.gif,http://ticket.interpark.com/gate/TPGate.asp?Where=WPlayDb&GPage=http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=23006737,어린이/가족,X,줄거리 없음,작품설명 없음
더 오디션,해당공연 공연장,주소:,2023/03/02 ~ 2023/12/31,http://ticketimage.interpark.com/PlayDictionary/DATA/PlayDic/PlayDicUpload/040001/23/05/0400012305_188405_01.543.gif,후기탭 없음,뮤지컬,X,"서주혁과 유가을, 최도치, 김미소는 같은 소속사 연습생으로 한 팀이다.
주혁과 가을이 팀을 이끌지만 팀에 만족하지 못하는 도치 때문에 번번이 분위기가 깨진다.
회사에서 데뷔를 위한 선발 오디션이 열리고 모두 연습이 한창인 때 도치의 돌발행동으로 오해가 생기고 팀은 와해된다.
급기야 도치가 연습생을 그만두고 팀원들은 희망도 없는 꿈에 시간 낭비하기 싫다는 도치를 붙잡지 못한다. 
세상에 나선 도치는 현실이라는 벽에 부딪혀 좌절하고, 꿈을 위해 노력하던 시간이 얼마나 즐거웠는지와 같은 꿈을 키우던 팀원들을 떠올리게 된다.
방황하던 도치는 우연히 마주친 미소를 구해주며 팀원들에게 돌아갈 용기를 내는데, 도치의 걱정과 달리 팀원들은 다시 손을 내밀었고 네 사람은 힘을 합쳐 꿈을 위한 오디션을 준비한다.
 ","창작뮤지컬은 학생을 주 관객으로 하는 하이틴 뮤지컬입니다.
아이돌 연습생들이 꿈과 목표를 위해 함께 노력하고 그 과정에서 갈등과 화해를 겪으며 성장해 나가는 이야기입니다.
팝 뮤지컬의 형식을 띄고 있어 공연의 모든 넘버가 관객들에게 친숙할 수 있는 노래들로 구성되어 있으며 요즘 학생들이 가장 선호하는 직업 ‘아이돌’을 소재로 다루면서 깊은 공감과 감동을 이끌어내고 있습니다.
무대 위 스타들의 화려한 겉모습 속에는 상상도 못할 인내와 노력이 동반된다는 교훈을 통해 공연을 보는 관객들이 자신의 꿈에 대해 다시 한번 되돌아보고 꿈을 가지고 정진하는 것이 얼마나 값지고 대단한 용기를 필요로 하는 것인지에 대해 생각해 볼 수 있는 작품입니다."
